"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Mass","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Distance","WC.Average","Tail","Age","Sex","Kipp.s.Index","tip.label"
"195",200,"Tyrannus_melancholicus","satrapa","partial","taxonomy","16472",NA,"MM","Louisiana State University Museum of tural Sciences","1930",11,"25","Mexico","San Luis Potosi","","2 km SW Huichihuayan quiche mosca floco ojo cafÅ_","",21.48403,-98.9676,19.215,10.47,7.86,21.4,33.205,119.245,95.71,"Adult","Female",27.8460312801375,"Tyrannus_melancholicus_satrapa"
"196",201,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","16618",NA,"MM","The Field Museum","1886",5,"28","United States of America","Florida","Lee","Punta Rassa","",26.504374,-81.995087,21.38,11.235,9.875,19.66,NA,NA,NA,"Adult","Male",NA,"Tyrannus_dominicensis_dominicensis"
"197",202,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","16619",NA,"MM","The Field Museum","1890",5,"9","United States of America","Florida","Monroe","Key West","",24.556625,-81.779221,19.03,11.03,9,18.66,31.11,108.065,82.49,"Adult","Female",28.7882293064359,"Tyrannus_dominicensis_dominicensis"
"198",203,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","16620",NA,"MM","The Field Museum","1892",5,"11","United States of America","Florida","Monroe","Key West","",24.556625,-81.779221,19.235,10.85,8.21,19.05,32.88,111.29,81.07,"Adult","Female",29.544433462126,"Tyrannus_dominicensis_dominicensis"
"199",204,"Tyrannus_vociferans","vociferans","partial","taxonomy","16621",NA,"MM","The Field Museum","1901",5,"20","United States of America","Arizona","Pima","Santa Rita Mountains","",31.716754,-110.867309,15.995,8.9,7.31,19.34,36.775,125.945,86.92,"Adult","Female",29.199253642463,"Tyrannus_vociferans_vociferans"
"200",205,"Tyrannus_vociferans","vociferans","partial","taxonomy","16622",NA,"MM","The Field Museum","1901",6,"5","United States of America","Arizona","Cochise","Huachuca Mountains","",31.488997,-110.408142,15.095,8.865,7.35,19.785,NA,NA,90.69,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"205",210,"Tyrannus_savana","monachus SA","sedentary","taxonomy","16967",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1967",3,"31","Colombia","Vichada","","Rio Tomo (Hato Muriva)","",5.345116,-67.8235,11.4,6,5.4,NA,NA,100,NA,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"206",211,"Tyrannus_vociferans","vociferans","partial","taxonomy","16969",NA,"MM","Louisiana State University Museum of tural Sciences","1951",3,"16","Mexico","San Luis Potosi","","12 miles SE Santiago, Sierra del Zapote","780",21.81974,-101.201,15.055,8.945,7.165,19.55,37.34,127.94,87.23,"Adult","Male",29.1855557292481,"Tyrannus_vociferans_vociferans"
"207",212,"Tyrannus_vociferans","vociferans","partial","taxonomy","16970",NA,"MM","Louisiana State University Museum of tural Sciences","1951",3,"9","Mexico","San Luis Potosi","","Villar","",22.54464,-100.467,14.015,8.33,6.97,19.41,41.11,131.515,NA,"Adult","Male",31.2587917728016,"Tyrannus_vociferans_vociferans"
"208",213,"Tyrannus_vociferans","vociferans","partial","taxonomy","16971",36,"MM","Louisiana State University Museum of tural Sciences","1951",3,"1","Mexico","San Luis Potosi","","Villar","",22.54464,-100.467,14.31,8.89,NA,18.785,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"209",214,"Tyrannus_vociferans","vociferans","partial","taxonomy","16972",44,"MM","Louisiana State University Museum of tural Sciences","1951",3,"4","Mexico","San Luis Potosi","","Villar","",22.54464,-100.467,14.33,7.99,7.065,18.82,39.785,130.835,90.8,"Adult","Male",30.4085298276455,"Tyrannus_vociferans_vociferans"
"210",215,"Tyrannus_couchii","","partial","taxonomy","16973",NA,"MM","Louisiana State University Museum of tural Sciences","1951",5,"19","Mexico","San Luis Potosi","","5 km N Ebano","",21.54641,-99.6162,16.85,10.17,7.47,19.33,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"211",216,"Tyrannus_savana","monachus SA","sedentary","taxonomy","17120",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1967",2,"","Colombia","Meta","","Llanos Orientales","",4.633258,-71.192,12.2,6.8,5.2,NA,NA,NA,141,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"212",217,"Tyrannus_savana","monachus SA","sedentary","taxonomy","17121",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1967",2,"","Colombia","Meta","","Llanos Orientales","",5,-70,10.9,5.7,5.2,NA,NA,100,NA,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"216",221,"Tyrannus_savana","savana","migratory","taxonomy","18055",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1967",4,"2","Colombia","Vichada","","Santa Teresita","",4.518761,-69.7546,10.5,6,NA,NA,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_savana"
"217",222,"Tyrannus_vociferans","vociferans","partial","taxonomy","18432",NA,"MM","Louisiana State University Museum of tural Sciences","1952",5,"4","United States of America","New Mexico","Berlio County","7 miles SE of Tijeras","",35.05612,-106.325,14.645,8.72,7.655,21.39,43.32,135.62,91.82,"Adult","Male",31.9421914171951,"Tyrannus_vociferans_vociferans"
"218",223,"Tyrannus_vociferans","vociferans","partial","taxonomy","18623",NA,"MM","Louisiana State University Museum of tural Sciences","1952",6,"23","Mexico","San Luis Potosi","","8 km W Bledos","",21.84109,-101.118,13.605,8.145,NA,19.555,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"219",224,"Tyrannus_vociferans","vociferans","partial","taxonomy","18624",NA,"MM","Louisiana State University Museum of tural Sciences","1952",7,"5","Mexico","San Luis Potosi","","Lagu de la Rusias, Quche Mosca","",21.48403,-98.9676,13.55,8.22,6.935,19.45,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"220",227,"Tyrannus_savana","savana","migratory","taxonomy","18879",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1969",4,"4","Colombia","Meta","","Villavicecio","",4.145054,-73.6268,11.6,6,4.6,NA,NA,NA,NA,"Adult","Female",NA,"Tyrannus_savana_savana"
"221",228,"Tyrannus_vociferans","vociferans","partial","taxonomy","18961",NA,"MM","Louisiana State University Museum of tural Sciences","1952",9,"28","United States of America","New Mexico","Sacorro County","2 mi. South of Granguvira","",34.23672,-106.103,15.72,8.26,6.745,19.805,NA,NA,82.98,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"222",229,"Tyrannus_couchii","","partial","taxonomy","19087",NA,"MM","Louisiana State University Museum of tural Sciences","1952",9,"22","Mexico","San Luis Potosi","","El Limon near Ebano, Jututabiul","",21.54641,-99.6162,17.27,10.56,7.85,19.75,31.315,119.18,98.68,"Adult","Male",26.2753817754657,"Tyrannus_couchii"
"223",230,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","19546",NA,"MM","The Field Museum","1881",2,"","Haiti","","","Port au Prince","",18.5392,-72.335,18.645,8.535,6.595,21.3,21.215,99.015,82.59,"Adult","Male",21.4260465586022,"Tyrannus_caudifasciatus_gabbii"
"224",231,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","19547",NA,"MM","The Field Museum","1881",3,"5","Haiti","","","Port au Prince","",18.53917,-72.335,17.795,8.485,7.075,19.23,22.445,103.675,NA,"Adult","Male",21.649385097661,"Tyrannus_caudifasciatus_gabbii"
"225",232,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","19548",NA,"MM","The Field Museum","1883",1,"26","Dominican Republic","","","Magua","",18.4667,-69.9,18.82,8.415,6.44,21.515,23.58,103.65,78.89,"Adult","Male",22.7496382054993,"Tyrannus_caudifasciatus_gabbii"
"228",236,"Tyrannus_vociferans","vociferans","partial","taxonomy","19917",NA,"MM","Louisiana State University Museum of tural Sciences","1954",6,"2","Mexico","San Luis Potosi","","San Maria del Rio","",21.79693,-100.737,14.585,7.855,6.54,19.835,NA,NA,NA,"Adult","Female",NA,"Tyrannus_vociferans_vociferans"
"229",238,"Tyrannus_couchii","","partial","taxonomy","19919",41,"MM","Louisiana State University Museum of tural Sciences","1954",5,"25","Mexico","San Luis Potosi","","S Valles, Queche Mosca","",21.89051,-99.0076,15.82,10.565,8.105,20.33,32.725,117.32,NA,"Adult","Female",27.8937947494033,"Tyrannus_couchii"
"230",239,"Tyrannus_couchii","","partial","taxonomy","19920",NA,"MM","Louisiana State University Museum of tural Sciences","1954",6,"4","Mexico","San Luis Potosi","","Tamazunchanle, Queche Mosca","",21.25151,-98.7825,16.505,9.515,7.295,18.235,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"231",240,"Tyrannus_tyrannus","","migratory","taxonomy","20238",NA,"MM","Louisiana State University Museum of tural Sciences","",NA,"","United States of America","Florida","Duval County","","",30.33544,-81.648,14.06,8.365,6.79,18.455,NA,NA,79.57,"Adult","Female",NA,"Tyrannus_tyrannus"
"236",245,"Tyrannus_verticalis","","migratory","taxonomy","20585",NA,"MM","Royal Ontario Museum","1934",8,"3","United States of America","Utah","Uintah County","12 mi SE Verl, mouth at Ashley Creek","",40.21865,-109.204,13.395,7.565,6.53,19.27,NA,NA,NA,"Adult","Female",NA,"Tyrannus_verticalis"
"237",246,"Tyrannus_verticalis","","migratory","taxonomy","20586",NA,"MM","Royal Ontario Museum","1934",8,"10","United States of America","Utah","Uintah County","12 mi SE Verl, mouth at Ashley Creek","",40.21865,-109.204,13.02,7.43,6.3,20.735,44.005,127.22,87.31,"Adult","Male",34.5896871561075,"Tyrannus_verticalis"
"238",247,"Tyrannus_savana","monachus CA","sedentary","taxonomy","20669",NA,"MM","Louisiana State University Museum of tural Sciences","1955",3,"22","Belize","Orange Walk","","6 miles NE Hill Bank","45 feet",17.66286,-88.6309,11.48,6.49,4.89,17.835,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"239",248,"Tyrannus_melancholicus","satrapa","partial","taxonomy","20670",38.5,"MM","Louisiana State University Museum of tural Sciences","1955",2,"22","Belize","Orange Walk","Orange Walk District","Gallon Jug","400 ft",18.08,-88.57,17.615,10.265,7.2,18.125,28.905,113,100.15,"Adult","Male",25.5796460176991,"Tyrannus_melancholicus_satrapa"
"240",249,"Tyrannus_melancholicus","satrapa","partial","taxonomy","20671",41.7,"MM","Louisiana State University Museum of tural Sciences","1955",2,"26","Belize","Orange Walk","Orange Walk District","Gallon Jug","400'",18.08,-88.57,17.615,10.4,7.77,19.34,29.27,113.095,92.02,"Adult","Female",25.8808965913612,"Tyrannus_melancholicus_satrapa"
"241",250,"Tyrannus_melancholicus","satrapa","partial","taxonomy","20672",37.2,"MM","Louisiana State University Museum of tural Sciences","1955",3,"7","Belize","Orange Walk","Orange Walk District","Gallong Jug","400 ft.",18.08,-88.57,17.585,9.905,7.16,18.105,28.45,113.31,91.54,"Adult","Male",25.1081104933369,"Tyrannus_melancholicus_satrapa"
"242",251,"Tyrannus_savana","savana","migratory","taxonomy","20723",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1970",12,"10","Colombia","","","Santo, Simacota, Vda. S. Pascual","",6.408611,-73.354,10.4,5.9,NA,NA,NA,99,175,"Adult","Female",NA,"Tyrannus_savana_savana"
"244",253,"Tyrannus_savana","monachus SA","sedentary","taxonomy","20973",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1971",3,"12","Colombia","Meta","","Puerto Gaitan","",4.313279,-72.0816,12.6,6.4,5.8,NA,NA,98,198,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"245",254,"Tyrannus_savana","monachus SA","sedentary","taxonomy","20974",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1971",3,"12","Colombia","Meta","","Puerto Gaitan","",4.313279,-72.0816,12,6.1,5.5,NA,NA,100,171,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"246",255,"Tyrannus_verticalis","","migratory","taxonomy","21078",NA,"MM","Royal Ontario Museum","1911",6,"1","Canada","British Columbia","North Okagan Regiol District","Okagan Landing","",50.23334,-119.367,12.84,7.465,6.305,18.445,40.01,123.37,89.16,"Adult","Male",32.4308989219421,"Tyrannus_verticalis"
"247",256,"Tyrannus_tyrannus","","migratory","taxonomy","21159",46.9,"MM","Louisiana State University Museum of tural Sciences","",NA,"","Belize","Belize","Belize District","Turnette, Calabash Cay","",17.26667,-87.8167,14.55,8.065,6.47,18.8,35.455,110.37,69.3,"Adult","Male",32.1237655159917,"Tyrannus_tyrannus"
"248",257,"Tyrannus_melancholicus","satrapa","partial","taxonomy","21160",37.5,"MM","Louisiana State University Museum of tural Sciences","1956",4,"10","Belize","Belize","Belize District","Turneffe Calabash Cay","",17.2729,-87.8172,18.32,9.365,7.265,18.845,26.695,108.47,NA,"Adult","Female",24.6104913801051,"Tyrannus_melancholicus_satrapa"
"249",258,"Tyrannus_melancholicus","satrapa","partial","taxonomy","21161",36.2,"MM","Louisiana State University Museum of tural Sciences","1956",4,"10","Belize","Belize","Belize District","Turneffe Calabash Cay","",17.2729,-87.8172,19.01,10.195,NA,17.47,29.735,110.68,NA,"Adult","Male",26.8657390675822,"Tyrannus_melancholicus_satrapa"
"250",259,"Tyrannus_melancholicus","satrapa","partial","taxonomy","21162",47,"MM","Louisiana State University Museum of tural Sciences","1956",3,"20","Belize","Cayo","Cayo District","2 mi. S Augustine","",16.93481,-88.9826,17.645,9.085,7.055,19.135,30.025,116.59,NA,"Adult","Male",25.7526374474655,"Tyrannus_melancholicus_satrapa"
"251",260,"Tyrannus_melancholicus","satrapa","partial","taxonomy","21163",42.1,"MM","Louisiana State University Museum of tural Sciences","1956",5,"29","Belize","Orange Walk","Orange Walk District","Gallon Jug","",18.08,-88.57,17.28,10.16,7.25,19.88,NA,NA,NA,"Adult","Female",NA,"Tyrannus_melancholicus_satrapa"
"252",261,"Tyrannus_melancholicus","satrapa","partial","taxonomy","21164",39.1,"MM","Louisiana State University Museum of tural Sciences","1956",5,"29","Belize","Orange Walk","Orange Walk District","Gallon Jug","",18.08,-88.57,18.26,10.295,7.05,19.525,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"254",263,"Tyrannus_melancholicus","satrapa","partial","taxonomy","21166",42.2,"MM","Louisiana State University Museum of tural Sciences","1956",5,"9","Belize","Toledo","Toledo District","2 mi. W San Pedro on Columbia River","",16.27769,-88.9609,18.99,9.365,7.055,18.95,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"255",264,"Tyrannus_verticalis","","migratory","taxonomy","21426",NA,"MM","Royal Ontario Museum","1935",6,"30","United States of America","Utah","Uintah County","2 mi S of Jensen","",40.34076,-109.345,13.665,7.98,6.665,20.43,NA,NA,NA,"Adult","Female",NA,"Tyrannus_verticalis"
"256",265,"Tyrannus_verticalis","","migratory","taxonomy","21481",NA,"MM","Royal Ontario Museum","1935",6,"26","United States of America","Utah","Uintah County","2 mi S of Jensen","",40.34076,-109.345,13.665,7.92,6.445,19.475,38.945,124.58,93.02,"Adult","Male",31.2610370846043,"Tyrannus_verticalis"
"257",266,"Tyrannus_verticalis","","migratory","taxonomy","21482",NA,"MM","Royal Ontario Museum","1935",6,"27","United States of America","Utah","Uintah County","2 mi S of Jensen","",40.34076,-109.345,14.055,7.535,6.745,19.32,NA,NA,NA,"Adult","Male",NA,"Tyrannus_verticalis"
"258",267,"Tyrannus_savana","monachus CA","sedentary","taxonomy","21917",25.2,"MM","Louisiana State University Museum of tural Sciences","1956",11,"23","Belize","Orange Walk","Orange Walk District","1 Mile East of Hill Bank","",17.59898,-88.683,10.995,6.91,5.01,17.275,29.28,97.42,210,"Adult","Female",30.0554300964894,"Tyrannus_savana_monachus_CA"
"259",268,"Tyrannus_savana","monachus CA","sedentary","taxonomy","21918",24.8,"MM","Louisiana State University Museum of tural Sciences","1956",11,"28","Belize","Orange Walk","Orange Walk District","2 miles East Hill Bank on Pine Ridge","",17.60143,-88.6721,10.785,6.24,4.935,17.34,29.995,96.245,203,"Adult","Female",31.1652553379396,"Tyrannus_savana_monachus_CA"
"260",269,"Tyrannus_couchii","","partial","taxonomy","21919",41.3,"MM","Louisiana State University Museum of tural Sciences","1956",11,"5","Belize","Orange Walk","Orange Walk District","Gallon Jug","",17.80196,-88.7647,14.625,9.615,NA,18.975,33.81,119.415,97.53,"Adult","Male",28.3130260017586,"Tyrannus_couchii"
"261",270,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22032",NA,"MM","The Field Museum","1905",3,"25","Nicaragua","Matagalpa","","Matagalpa","",12.92559,-85.9175,16.155,10.09,7.06,19.49,28.095,112.44,NA,"Adult","Female",24.9866595517609,"Tyrannus_melancholicus_satrapa"
"262",271,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22033",NA,"MM","The Field Museum","1905",4,"20","Costa Rica","Cartago","","Orosi","",9.784623,-83.8419,16.695,9.585,7.025,17.955,27.58,116.08,93.54,"Adult","Male",23.7594762232943,"Tyrannus_melancholicus_satrapa"
"263",272,"Tyrannus_savana","monachus CA","sedentary","taxonomy","22038",NA,"MM","The Field Museum","1905",4,"25","Costa Rica","Cartago","","Orosi","",9.784411,-83.8416,11.55,6.75,5.065,17.865,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"264",273,"Tyrannus_savana","monachus CA","sedentary","taxonomy","22039",NA,"MM","The Field Museum","1905",4,"23","Costa Rica","Cartago","","Orosi","",9.784411,-83.8416,11.375,6.9,5.34,17.13,28.13,96.77,NA,"Adult","Female",29.0689263201405,"Tyrannus_savana_monachus_CA"
"267",276,"Tyrannus_forficatus","","migratory","taxonomy","22131",NA,"MM","Royal Ontario Museum","1912",12,"11","Mexico","Mititlan","Vera Cruz","","",17.98406,-94.5335,12.985,7.515,6.155,18.9,48.495,124.995,213.594,"Adult","Male",38.7975519020761,"Tyrannus_forficatus"
"269",278,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22686",NA,"MM","The Field Museum","1906",3,"26","Guatemala","Solola","","Pantulul","",14.42531,-91.1574,18.265,10.58,7.08,19.615,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"270",279,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22688",NA,"MM","The Field Museum","1906",1,"22","Guatemala","Izabal","","Los Amates","",15.25474,-89.1,16.975,10.065,7.325,19.425,28.015,113.195,93.95,"Adult","Female",24.7493263836742,"Tyrannus_melancholicus_satrapa"
"271",280,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22689",NA,"MM","The Field Museum","1906",1,"18","Guatemala","Izabal","","Los Amates","",15.25474,-89.1,16.765,9.94,6.815,19.205,33.02,115.795,93.25,"Adult","Male",28.515911740576,"Tyrannus_melancholicus_satrapa"
"272",281,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22690",NA,"MM","The Field Museum","1906",1,"17","Guatemala","Izabal","","Los Amates","",15.25474,-89.1,17.29,10.125,6.9,19.795,29.01,112.525,93.68,"Adult","Male",25.780937569429,"Tyrannus_melancholicus_satrapa"
"273",282,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22691",NA,"MM","The Field Museum","1906",2,"26","Guatemala","","","Lake Amatitlan","",14.47585,-90.5873,16.34,9.175,6.775,19.255,28.065,111.775,88.41,"Adult","Female",25.1084768508164,"Tyrannus_melancholicus_satrapa"
"274",283,"Tyrannus_savana","savana","migratory","taxonomy","22810",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1975",3,"9","Colombia","Amazonas","","Leticia","",-4.203209,-69.9357,11.1,6.2,NA,NA,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_savana"
"277",286,"Tyrannus_savana","monachus CA","sedentary","taxonomy","22921",25,"MM","Louisiana State University Museum of tural Sciences","1959",3,"30","Mexico","Tabasco","","18 miles northeast Teapa","",17.74445,-92.7408,11.315,6.625,4.975,17.845,28.59,94.055,NA,"Adult","Female",30.3971080750625,"Tyrannus_savana_monachus_CA"
"278",287,"Tyrannus_tyrannus","","migratory","taxonomy","22923",48.3,"MM","Louisiana State University Museum of tural Sciences","",NA,"","Mexico","Tabasco","","1mi E Teapa","",17.8386,-92.9578,13.52,8.2,6.665,19.01,40.41,121.115,84.72,"Adult","Male",33.3649836931842,"Tyrannus_tyrannus"
"279",288,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22924",44.1,"MM","Louisiana State University Museum of tural Sciences","1959",3,"12","Mexico","Tabasco","","17 mi. N Teapa","",17.75163,-92.9248,17.63,10.225,7.79,18.57,29.36,116.67,NA,"Adult","Male",25.164995285849,"Tyrannus_melancholicus_satrapa"
"280",289,"Tyrannus_melancholicus","satrapa","partial","taxonomy","22925",54.2,"MM","Louisiana State University Museum of tural Sciences","1959",5,"12","Mexico","Tabasco","","15 mi. S Villahermosa","",17.76879,-92.9303,18.045,10.105,7.62,19.77,NA,NA,NA,"Adult","Female",NA,"Tyrannus_melancholicus_satrapa"
"281",290,"Tyrannus_savana","monachus SA","sedentary","taxonomy","23041",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1975",12,"8","Colombia","Tolima","","Natagaima","",3.552123,-75.1135,12.5,6.3,5.3,NA,NA,NA,233,"Adult","Male",NA,"Tyrannus_savana_monachus_SA"
"282",291,"Tyrannus_forficatus","","migratory","taxonomy","23176",NA,"MM","Louisiana State University Museum of tural Sciences","1960",1,"20","United States of America","Louisiana","Plaquemines Parish","Grand Terre Isle","",29.287486,-89.926811,13.395,8.015,6.085,18.53,NA,NA,123.7,"Adult","Female",NA,"Tyrannus_forficatus"
"283",292,"Tyrannus_forficatus","","migratory","taxonomy","23904",NA,"MM","Royal Ontario Museum","1884",4,"25","United States of America","Texas","Bexar County","","",29.43552,-98.4624,14.165,7.505,5.87,18.27,49.53,127.865,255.279,"Adult","Male",38.7361670511868,"Tyrannus_forficatus"
"284",293,"Tyrannus_forficatus","","migratory","taxonomy","23905",NA,"MM","Royal Ontario Museum","1884",5,"4","United States of America","Texas","Bexar County","","",29.43552,-98.4624,11.97,6.835,5.455,18.065,46.41,117.27,200.169,"Adult","Female",39.5753389613712,"Tyrannus_forficatus"
"285",294,"Tyrannus_savana","monachus CA","sedentary","taxonomy","24000",28.6,"MM","Louisiana State University Museum of tural Sciences","1951",3,"15","Mexico","Tabasco","","7 miles South Huimonguillo","",17.74232,-93.3947,11.295,6.475,4.815,17.845,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"286",295,"Tyrannus_tyrannus","","migratory","taxonomy","24001",49,"MM","Louisiana State University Museum of tural Sciences","",NA,"","Mexico","Tabasco","","11 mi. N of Balancan","",17.9534,-91.5457,13.435,8.38,6.36,18.305,35.16,113.28,79.18,"Adult","Female",31.0381355932203,"Tyrannus_tyrannus"
"287",296,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24002",41.3,"MM","Louisiana State University Museum of tural Sciences","1961",5,"12","Mexico","Tabasco","","11 mi. N of Balancan","",17.78563,-92.9303,18.25,10.095,7.305,19.21,26.235,108.625,NA,"Adult","Female",24.1518987341772,"Tyrannus_melancholicus_satrapa"
"288",297,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24003",45.2,"MM","Louisiana State University Museum of tural Sciences","1961",3,"7","Mexico","Tabasco","","12 mi. S Villahermosa","",17.81241,-92.9303,18.25,10.58,7.52,19.74,26.78,111.045,90.28,"Adult","Female",24.1163492277905,"Tyrannus_melancholicus_satrapa"
"289",298,"Tyrannus_savana","monachus SA","sedentary","taxonomy","24054",NA,"MM","Universidad Nacional Instituto de Ciencias Naturales","1976",12,"9","Colombia","Vichada","","Gaviotas","",3.024784,-74.4432,11.9,6.3,5.2,NA,NA,111,193,"Adult","Female",NA,"Tyrannus_savana_monachus_SA"
"290",299,"Tyrannus_tyrannus","","migratory","taxonomy","24475",36.8,"MM","Louisiana State University Museum of tural Sciences","",NA,"","Mexico","Oaxaca","","5 mi E of Tapanatapec","",16.369057,-94.12135,14.27,8.58,6.585,19.73,38.365,119.85,84.99,"Adult","Female",32.0108468919483,"Tyrannus_tyrannus"
"291",300,"Tyrannus_couchii","","partial","taxonomy","24477",42.7,"MM","Louisiana State University Museum of tural Sciences","1961",5,"7","Mexico","Oaxaca","","2 mi. E Oaxaca","",16.33707,-95.8994,18.14,9.07,6.895,19.125,28.155,109.005,85.17,"Adult","Female",25.8290904086969,"Tyrannus_couchii"
"292",301,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24478",48.9,"MM","Louisiana State University Museum of tural Sciences","1961",4,"3","Mexico","Oaxaca","","4 mi. SW Valle ciol","",17.73858,-96.3452,NA,10.96,7.835,21.67,31.58,115.62,90.31,"Adult","Female",27.3136135616675,"Tyrannus_melancholicus_satrapa"
"293",302,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24479",41,"MM","Louisiana State University Museum of tural Sciences","1961",4,"3","Mexico","Oaxaca","","5 mi. SW Valle ciol","",17.73367,-96.3593,18.475,9.765,7.23,19.32,29.705,114.815,95.42,"Adult","Male",25.8720550450725,"Tyrannus_melancholicus_satrapa"
"294",303,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24480",48.5,"MM","Louisiana State University Museum of tural Sciences","1961",3,"20","Mexico","Oaxaca","","1 mi. SW Valle ciol","",17.76539,-96.3136,19.675,10.61,7.48,20.355,31.68,116.69,95.24,"Adult","Male",27.1488559430971,"Tyrannus_melancholicus_satrapa"
"295",304,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24481",46.1,"MM","Louisiana State University Museum of tural Sciences","1961",3,"2","Mexico","Oaxaca","","1 mi. SW Valle ciol","",17.76539,-96.3136,18.525,10.66,NA,20.38,28.075,113.565,89.26,"Adult","Female",24.721525117774,"Tyrannus_melancholicus_satrapa"
"296",305,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24482",48,"MM","Louisiana State University Museum of tural Sciences","1961",3,"25","Mexico","Oaxaca","","3 mi. SW Valle ciol","",17.74708,-96.3332,19.015,10.32,7.58,20.215,30.31,115.9,89.94,"Adult","Male",26.1518550474547,"Tyrannus_melancholicus_satrapa"
"297",306,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24483",44.2,"MM","Louisiana State University Museum of tural Sciences","1961",2,"26","Mexico","Oaxaca","","1 mi. SW Valle ciol","",17.76539,-96.3136,16.11,9.82,7.005,19.82,32.33,114.45,90.08,"Adult","Male",28.2481432940148,"Tyrannus_melancholicus_satrapa"
"298",307,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24484",42.9,"MM","Louisiana State University Museum of tural Sciences","1961",3,"21","Mexico","Oaxaca","","1 mi. SW Valle ciol","",17.76539,-96.3136,17.085,10.41,7.425,20.595,30.9,114.91,89.18,"Adult","Female",26.8906100426421,"Tyrannus_melancholicus_satrapa"
"299",308,"Tyrannus_melancholicus","satrapa","partial","taxonomy","24485",46.4,"MM","Louisiana State University Museum of tural Sciences","1961",3,"21","Mexico","Oaxaca","","2 mi. SW Valle ciol","",17.75362,-96.3215,17.9,10.355,7.745,21.71,35.16,122.005,97.02,"Adult","Male",28.818491045449,"Tyrannus_melancholicus_satrapa"
"300",309,"Tyrannus_couchii","","partial","taxonomy","24486",47.4,"MM","Louisiana State University Museum of tural Sciences","1961",3,"12","Mexico","Oaxaca","","1 mi. SW Valle ciol","",17.76506,-96.3136,15.74,10.13,7.76,18.235,32.225,116.185,NA,"Adult","Female",27.7359383741447,"Tyrannus_couchii"
